公司名称,公司代码,股东名称,持股比例
伊泰Ｂ股,900948,内蒙古伊泰集团有限公司,49.17%
伊泰Ｂ股,900948,HKSCC NOMINEES LIMITED,10.02%
伊泰Ｂ股,900948,伊泰(集团)香港有限公司,9.59%
伊泰Ｂ股,900948,招商证券(香港)有限公司,0.93%
伊泰Ｂ股,900948,VANGUARD EMERGING MARKETS STOCK INDEX FUND,0.45%
伊泰Ｂ股,900948,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,0.42%
伊泰Ｂ股,900948,ISHARES CORE MSCI EMERGING MARKETS ETF,0.34%
伊泰Ｂ股,900948,胡家英,0.31%
伊泰Ｂ股,900948,刘景元,0.27%
伊泰Ｂ股,900948,BANK JULIUS BAER & CO.LTD,0.22%
华阳股份,600348,华阳新材料科技集团有限公司,55.52%
华阳股份,600348,香港中央结算有限公司,1.90%
华阳股份,600348,张甲子,0.54%
华阳股份,600348,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.49%
华阳股份,600348,招商银行股份有限公司-万家宏观择时多策略灵活配置混合型证券投资基金,0.45%
华阳股份,600348,施华,0.37%
华阳股份,600348,翁泽明,0.36%
华阳股份,600348,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,0.31%
华阳股份,600348,国寿安保基金-中国人寿保险股份有限公司-分红险-国寿安保基金国寿股份均衡股票型组合单一资产管理计划(可供出售),0.29%
华阳股份,600348,阳泉煤业集团多种经营总公司,0.28%
兖矿能源,600188,山东能源集团有限公司,45.61%
兖矿能源,600188,香港中央结算(代理人)有限公司,38.36%
兖矿能源,600188,香港中央结算有限公司,1.68%
兖矿能源,600188,全国社保基金四一六组合,0.36%
兖矿能源,600188,全国社保基金一一七组合,0.32%
兖矿能源,600188,招商银行股份有限公司-上证红利交易型开放式指数证券投资基金,0.25%
兖矿能源,600188,汇添富基金管理股份有限公司-社保基金16032组合,0.20%
兖矿能源,600188,全国社保基金六零一组合,0.19%
兖矿能源,600188,招商证券股份有限公司-建信中小盘先锋股票型证券投资基金,0.18%
兖矿能源,600188,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.15%
中煤能源,601898,中国中煤能源集团有限公司,57.36%
中煤能源,601898,HKSCC NOMINEES LIMITED,29.86%
中煤能源,601898,中国证券金融股份有限公司,2.53%
中煤能源,601898,中煤能源香港有限公司,1.00%
中煤能源,601898,香港中央结算有限公司,0.78%
中煤能源,601898,中央汇金资产管理有限责任公司,0.50%
中煤能源,601898,李清生,0.31%
中煤能源,601898,北京银行股份有限公司-景顺长城景颐双利债券型证券投资基金,0.22%
中煤能源,601898,国新投资有限公司,0.14%
中煤能源,601898,招商银行股份有限公司-万家宏观择时多策略灵活配置混合型证券投资基金,0.13%
中国神华,601088,国家能源投资集团有限责任公司,69.52%
中国神华,601088,HKSCC NOMINEES LIMITED,16.95%
中国神华,601088,中国证券金融股份有限公司,2.99%
中国神华,601088,香港中央结算有限公司,1.12%
中国神华,601088,中央汇金资产管理有限责任公司,0.53%
中国神华,601088,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,0.37%
中国神华,601088,全国社保基金一零一组合,0.15%
中国神华,601088,华夏人寿保险股份有限公司-自有资金,0.15%
中国神华,601088,中国工商银行-上证50交易型开放式指数证券投资基金,0.13%
中国神华,601088,珠海市瑞丰汇邦资产管理有限公司-瑞丰汇邦三号私募证券投资基金,0.11%
兰花科创,600123,山西兰花煤炭实业集团有限公司,45.11%
兰花科创,600123,香港中央结算有限公司,3.34%
兰花科创,600123,上海盘京投资管理中心(有限合伙)-盘京闻恒2期私募证券投资基金,1.31%
兰花科创,600123,上海盘京投资管理中心(有限合伙)-盘京闻恒私募证券投资基金,1.25%
兰花科创,600123,孙鹏远,0.82%
兰花科创,600123,文沛林,0.79%
兰花科创,600123,陈阿菊,0.68%
兰花科创,600123,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.58%
兰花科创,600123,招商银行股份有限公司-中欧红利优享灵活配置混合型证券投资基金,0.54%
兰花科创,600123,招商银行股份有限公司-万家宏观择时多策略灵活配置混合型证券投资基金,0.45%
山西焦煤,000983,山西焦煤集团有限责任公司,57.52%
山西焦煤,000983,香港中央结算有限公司,2.52%
山西焦煤,000983,国新投资有限公司,0.95%
山西焦煤,000983,国新新格局(北京)私募证券基金管理有限公司,0.95%
山西焦煤,000983,新华人寿保险股份有限公司-分红-个人分红-018L-FH002深,0.95%
山西焦煤,000983,中国太平洋人寿传统保险高分红股票组合,0.86%
山西焦煤,000983,李金玉,0.63%
山西焦煤,000983,高建平,0.60%
山西焦煤,000983,中国国有企业结构调整基金二期股份有限公司,0.57%
山西焦煤,000983,全国社保基金一零六组合,0.55%
陕西黑猫,601015,陕西黄河矿业(集团)有限责任公司,45.14%
陕西黑猫,601015,陕西省物资产业集团总公司,10.97%
陕西黑猫,601015,李保平,2.32%
陕西黑猫,601015,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,2.29%
陕西黑猫,601015,李光平,1.49%
陕西黑猫,601015,张林兴,1.24%
陕西黑猫,601015,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,0.47%
陕西黑猫,601015,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.37%
陕西黑猫,601015,兴业银行股份有限公司-广发集裕债券型证券投资基金,0.34%
陕西黑猫,601015,国泰君安证券股份有限公司-富国中证煤炭指数型证券投资基金,0.22%
平煤股份,601666,中国平煤神马控股集团有限公司,43.02%
平煤股份,601666,中国平煤神马集团-平安证券-22平神E1担保及信托财产专户,5.40%
平煤股份,601666,香港中央结算有限公司,2.88%
平煤股份,601666,中国平煤神马集团-平安证券-22平神E2担保及信托财产专户,2.70%
平煤股份,601666,中央汇金资产管理有限责任公司,1.37%
平煤股份,601666,上海伊洛私募基金管理有限公司-君安2号伊洛私募证券投资基金,1.30%
平煤股份,601666,东方证券股份有限公司,1.28%
平煤股份,601666,孙鹏远,1.09%
平煤股份,601666,招商银行股份有限公司-上证红利交易型开放式指数证券投资基金,1.05%
平煤股份,601666,全国社保基金一一零组合,0.86%
电投能源,002128,中电投蒙东能源集团有限责任公司,55.77%
电投能源,002128,太平人寿保险有限公司-传统-普通保险产品-022L-CT001深,3.57%
电投能源,002128,华能国际电力开发公司,2.87%
电投能源,002128,内蒙古霍林河煤业集团有限责任公司,1.95%
电投能源,002128,中国国有企业结构调整基金二期股份有限公司,1.78%
电投能源,002128,香港中央结算有限公司,1.76%
电投能源,002128,全国社保基金一一八组合,1.18%
电投能源,002128,济南瀚祥投资管理合伙企业(有限合伙),0.89%
电投能源,002128,高淑贞,0.73%
电投能源,002128,宣俊杰,0.66%
淮北矿业,600985,淮北矿业(集团)有限责任公司,64.61%
淮北矿业,600985,香港中央结算有限公司,4.15%
淮北矿业,600985,国华能源投资有限公司,1.09%
淮北矿业,600985,国元证券-淮北矿业(集团)有限责任公司-国元证券淮矿创新单一资产管理计划,1.06%
淮北矿业,600985,安徽省皖能资本投资有限公司,0.89%
淮北矿业,600985,招商银行股份有限公司-上证红利交易型开放式指数证券投资基金,0.82%
淮北矿业,600985,宝武资源有限公司,0.71%
淮北矿业,600985,安徽全威铜业控股有限公司,0.67%
淮北矿业,600985,陈阿菊,0.46%
淮北矿业,600985,中国建设银行股份有限公司-中欧价值发现股票型证券投资基金,0.42%
冀中能源,000937,冀中能源集团有限责任公司,32.81%
冀中能源,000937,冀中能源峰峰集团有限公司,16.90%
冀中能源,000937,河北高速公路集团有限公司,14.43%
冀中能源,000937,冀中能源邯郸矿业集团有限公司,6.88%
冀中能源,000937,香港中央结算有限公司,2.92%
冀中能源,000937,冀中能源张家口矿业集团有限公司,0.57%
冀中能源,000937,招商银行股份有限公司-中欧红利优享灵活配置混合型证券投资基金,0.31%
冀中能源,000937,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.29%
冀中能源,000937,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,0.22%
冀中能源,000937,中国人寿保险股份有限公司-分红-个人分红-005L-FH002 沪,0.19%
云维股份,600725,云南省能源投资集团有限公司,28.99%
云维股份,600725,中国农业银行股份有限公司云南省分行,4.25%
云维股份,600725,张光武,2.63%
云维股份,600725,云南煤化工集团有限公司破产企业专用财产处置账户,1.99%
云维股份,600725,华夏银行股份有限公司昆明分行,1.69%
云维股份,600725,中国建设银行股份有限公司云南省分行,1.54%
云维股份,600725,交通银行股份有限公司,1.54%
云维股份,600725,上海浦东发展银行股份有限公司昆明分行,1.34%
云维股份,600725,云南省投资控股集团有限公司,1.20%
云维股份,600725,黄碧光,1.16%
陕西煤业,601225,陕西煤业化工集团有限责任公司,65.12%
陕西煤业,601225,香港中央结算有限公司,4.19%
陕西煤业,601225,中国证券金融股份有限公司,2.01%
陕西煤业,601225,唐亮,0.95%
陕西煤业,601225,张尧,0.85%
陕西煤业,601225,陕西有色金属控股集团有限责任公司,0.83%
陕西煤业,601225,华能国际电力开发公司,0.63%
陕西煤业,601225,全国社保基金一零九组合,0.52%
陕西煤业,601225,刘晓燕,0.48%
陕西煤业,601225,孙鹏远,0.38%
山煤国际,600546,山西煤炭进出口集团有限公司,57.91%
山煤国际,600546,招商银行股份有限公司-易方达高质量严选三年持有期混合型证券投资基金,1.88%
山煤国际,600546,中国银行股份有限公司-易方达供给改革灵活配置混合型证券投资基金,1.29%
山煤国际,600546,招商银行股份有限公司-易方达瑞恒灵活配置混合型证券投资基金,1.03%
山煤国际,600546,香港中央结算有限公司,0.90%
山煤国际,600546,中国工商银行股份有限公司-海富通改革驱动灵活配置混合型证券投资基金,0.66%
山煤国际,600546,基本养老保险基金一五零五二组合,0.60%
山煤国际,600546,吉红萍,0.57%
山煤国际,600546,易方达基金-国新央企新发展格局私募证券投资基金-易方达基金-央企稳健收益-1单一资产管理计划,0.51%
山煤国际,600546,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.46%
山西焦化,600740,山西焦化集团有限公司,51.14%
山西焦化,600740,山西焦煤能源集团股份有限公司,5.81%
山西焦化,600740,上海珺容资产管理有限公司-珺容中子星2号私募证券投资基金,0.92%
山西焦化,600740,上海珺容资产管理有限公司-珺容珺越东启3号私募证券投资基金,0.92%
山西焦化,600740,李国辉,0.89%
山西焦化,600740,上海珺容资产管理有限公司-珺容珺越东启4号私募证券投资基金,0.72%
山西焦化,600740,上海珺容资产管理有限公司-珺容聚金4号私募证券投资基金,0.72%
山西焦化,600740,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.49%
山西焦化,600740,上海珺容资产管理有限公司-珺容中子星5号私募证券投资基金,0.37%
山西焦化,600740,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,0.35%
恒源煤电,600971,安徽省皖北煤电集团有限责任公司,54.92%
恒源煤电,600971,香港中央结算有限公司,4.05%
恒源煤电,600971,招商银行股份有限公司-上证红利交易型开放式指数证券投资基金,1.42%
恒源煤电,600971,中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金,0.62%
恒源煤电,600971,基本养老保险基金一零零三组合,0.58%
恒源煤电,600971,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,0.54%
恒源煤电,600971,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.44%
恒源煤电,600971,房汉奎,0.33%
恒源煤电,600971,中国银行股份有限公司-招商量化精选股票型发起式证券投资基金,0.30%
恒源煤电,600971,法国兴业银行,0.30%
上海能源,600508,中国中煤能源股份有限公司,62.43%
上海能源,600508,孟庆亮,1.30%
上海能源,600508,温少如,0.75%
上海能源,600508,香港中央结算有限公司,0.73%
上海能源,600508,宣俊杰,0.71%
上海能源,600508,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,0.43%
上海能源,600508,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,0.36%
上海能源,600508,陆仁宝,0.33%
上海能源,600508,高文仁,0.33%
上海能源,600508,金光炎,0.27%
开滦股份,600997,开滦(集团)有限责任公司,48.12%
开滦股份,600997,中国信达资产管理股份有限公司,21.16%
开滦股份,600997,万家中证1000指数增强型发起式证券投资基金,0.66%
开滦股份,600997,招商中证煤炭等权指数分级证券投资基金,0.44%
开滦股份,600997,国泰中证煤炭交易型开放式指数证券投资基金,0.41%
开滦股份,600997,上海宝钢国际经济贸易有限公司,0.29%
开滦股份,600997,香港中央结算有限公司,0.27%
开滦股份,600997,徐超,0.23%
开滦股份,600997,富国中证煤炭指数型证券投资基金,0.22%
开滦股份,600997,何远辉,0.21%
潞安环能,601699,山西潞安矿业(集团)有限责任公司,61.43%
潞安环能,601699,香港中央结算有限公司,4.83%
潞安环能,601699,宣俊杰,1.65%
潞安环能,601699,中国银行股份有限公司-易方达供给改革灵活配置混合型证券投资基金,1.27%
潞安环能,601699,山西潞安工程有限公司,1.02%
潞安环能,601699,山东港口日照港集团有限公司,0.87%
潞安环能,601699,招商银行股份有限公司-易方达高质量严选三年持有期混合型证券投资基金,0.70%
潞安环能,601699,全国社保基金一零三组合,0.67%
潞安环能,601699,高淑贞,0.63%
潞安环能,601699,全国社保基金一零九组合,0.51%
潞安环能,601699,山西潞安矿业(集团)有限责任公司,61.43%
潞安环能,601699,香港中央结算有限公司,4.83%
潞安环能,601699,宣俊杰,1.65%
潞安环能,601699,中国银行股份有限公司-易方达供给改革灵活配置混合型证券投资基金,1.27%
潞安环能,601699,山西潞安工程有限公司,1.02%
潞安环能,601699,山东港口日照港集团有限公司,0.87%
潞安环能,601699,招商银行股份有限公司-易方达高质量严选三年持有期混合型证券投资基金,0.70%
潞安环能,601699,全国社保基金一零三组合,0.67%
潞安环能,601699,高淑贞,0.63%
潞安环能,601699,全国社保基金一零九组合,0.51%
云维股份,600725,云南省能源投资集团有限公司,28.99%
云维股份,600725,中国农业银行股份有限公司云南省分行,4.25%
云维股份,600725,张光武,2.63%
云维股份,600725,云南煤化工集团有限公司破产企业专用财产处置账户,1.99%
云维股份,600725,华夏银行股份有限公司昆明分行,1.69%
云维股份,600725,中国建设银行股份有限公司云南省分行,1.54%
云维股份,600725,交通银行股份有限公司,1.54%
云维股份,600725,上海浦东发展银行股份有限公司昆明分行,1.34%
云维股份,600725,云南省投资控股集团有限公司,1.20%
云维股份,600725,黄碧光,1.16%
苏能股份,600925,徐州矿务集团有限公司,76.69%
苏能股份,600925,交银金融资产投资有限公司,6.44%
苏能股份,600925,徐州市贾汪城市建设投资有限公司,3.49%
苏能股份,600925,江苏省农垦集团有限公司,1.40%
苏能股份,600925,江苏省农垦投资管理有限公司,0.70%
苏能股份,600925,沛县国有资产经营有限公司,0.70%
苏能股份,600925,江苏钟山宾馆集团有限公司,0.44%
苏能股份,600925,江苏省盐业集团有限责任公司,0.14%
苏能股份,600925,张丽华,0.02%
苏能股份,600925,孙慧盟,0.02%
昊华能源,601101,北京能源集团有限责任公司,63.31%
昊华能源,601101,中国中煤能源集团有限公司,1.86%
昊华能源,601101,陈火林,1.81%
昊华能源,601101,王嘉苓,1.25%
昊华能源,601101,徐宏亮,1.04%
昊华能源,601101,史爱昭,0.99%
昊华能源,601101,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,0.49%
